,DATA INICIAL,DATA FINAL,REGIÃO,ESTADO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PREÇO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PREÇO MÍNIMO DISTRIBUIÇÃO,PREÇO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
75969,2015-07-19,2015-07-25,NORDESTE,CEARA,GASOLINA COMUM,225,R$/l,3.392,0.078,3.339,3.599,0.474,0.023,2.918,0.032,2.8275,2.9875,0.011
76123,2015-07-26,2015-08-01,NORDESTE,CEARA,GASOLINA COMUM,223,R$/l,3.394,0.075,3.32,3.599,0.468,0.022,2.926,0.032,2.819,3.0407,0.011
76276,2015-08-02,2015-08-08,NORDESTE,CEARA,GASOLINA COMUM,223,R$/l,3.392,0.077,3.25,3.599,0.468,0.023,2.924,0.048,2.7552,3.0841,0.016
76429,2015-08-09,2015-08-15,NORDESTE,CEARA,GASOLINA COMUM,225,R$/l,3.394,0.078,3.3,3.599,0.456,0.023,2.938,0.041,2.839,3.0912,0.014
76582,2015-08-23,2015-08-29,NORDESTE,CEARA,GASOLINA COMUM,105,R$/l,3.381,0.061,3.3,3.549,0.44,0.018,2.941,0.025,2.8769,2.9879,0.009
76733,2015-08-30,2015-09-05,NORDESTE,CEARA,GASOLINA COMUM,106,R$/l,3.38,0.062,3.25,3.549,0.442,0.018,2.938,0.043,2.867,3.087,0.015
76885,2015-09-06,2015-09-12,NORDESTE,CEARA,GASOLINA COMUM,106,R$/l,3.382,0.0579999999999999,3.32,3.58,0.429,0.017,2.953,0.031,2.9159,3.0149,0.01
77036,2015-09-13,2015-09-19,NORDESTE,CEARA,GASOLINA COMUM,106,R$/l,3.377,0.062,3.32,3.58,0.447,0.018,2.93,0.026,2.903,2.9891,0.009
77189,2015-09-20,2015-09-26,NORDESTE,CEARA,GASOLINA COMUM,144,R$/l,3.383,0.062,3.259,3.58,0.441,0.018,2.942,0.025,2.8821,2.9876,0.008
77342,2015-09-27,2015-10-03,NORDESTE,CEARA,GASOLINA COMUM,144,R$/l,3.382,0.062,3.259,3.58,0.471,0.018,2.911,0.03,2.8712,2.9879,0.01
77494,2015-10-04,2015-10-10,NORDESTE,CEARA,GASOLINA COMUM,145,R$/l,3.644,0.104,3.359,3.79,0.602,0.0289999999999999,3.042,0.039,2.963,3.1124,0.013
77647,2015-10-11,2015-10-17,NORDESTE,CEARA,GASOLINA COMUM,145,R$/l,3.652,0.085,3.379,3.79,0.638,0.023,3.014,0.039,2.9698,3.1418,0.013
77798,2015-10-18,2015-10-24,NORDESTE,CEARA,GASOLINA COMUM,162,R$/l,3.65,0.094,3.379,3.87,0.535,0.026,3.115,0.064,2.9976,3.1879,0.021
77950,2015-10-25,2015-10-31,NORDESTE,CEARA,GASOLINA COMUM,162,R$/l,3.661,0.075,3.45,3.87,0.549,0.02,3.112,0.062,3.0057,3.2025,0.02
78102,2015-11-01,2015-11-07,NORDESTE,CEARA,GASOLINA COMUM,161,R$/l,3.66,0.081,3.39,3.87,0.496,0.022,3.164,0.028,3.0176,3.1956,0.009
78254,2015-11-08,2015-11-14,NORDESTE,CEARA,GASOLINA COMUM,158,R$/l,3.67,0.077,3.39,3.87,0.492,0.021,3.178,0.049,2.9876,3.2719,0.015
78407,2015-11-15,2015-11-21,NORDESTE,CEARA,GASOLINA COMUM,171,R$/l,3.686,0.079,3.39,3.879,0.493,0.021,3.193,0.062,3.0189,3.3152,0.019
78559,2015-11-22,2015-11-28,NORDESTE,CEARA,GASOLINA COMUM,172,R$/l,3.688,0.0819999999999999,3.39,3.98,0.441,0.022,3.247,0.078,2.97,3.328,0.024
78712,2015-11-29,2015-12-05,NORDESTE,CEARA,GASOLINA COMUM,172,R$/l,3.835,0.0819999999999999,3.59,3.949,0.591,0.021,3.244,0.039,3.1254,3.345,0.012
78862,2015-12-06,2015-12-12,NORDESTE,CEARA,GASOLINA COMUM,193,R$/l,3.862,0.046,3.59,3.96,0.598,0.012,3.264,0.07,2.9134,3.469,0.021
79013,2015-12-13,2015-12-19,NORDESTE,CEARA,GASOLINA COMUM,192,R$/l,3.87,0.052,3.59,3.999,0.53,0.013,3.34,0.089,3.2344,3.6879,0.027
79165,2015-12-20,2015-12-26,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.849,0.054,3.59,3.99,0.553,0.0139999999999999,3.296,0.043,3.1379,3.3795,0.013
79316,2015-12-27,2016-01-02,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.869,0.054,3.59,3.99,0.592,0.0139999999999999,3.277,0.036,3.1379,3.347,0.011
79468,2016-01-03,2016-01-09,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.864,0.045,3.69,3.99,0.544,0.012,3.32,0.016,3.2647,3.3419,0.005
79619,2016-01-10,2016-01-16,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.877,0.046,3.68,3.999,0.586,0.012,3.291,0.031,3.1759,3.3317,0.009
79770,2016-01-17,2016-01-23,NORDESTE,CEARA,GASOLINA COMUM,206,R$/l,3.877,0.049,3.57,4.004,0.568,0.013,3.309,0.035,3.2109,3.3976,0.011
79922,2016-01-24,2016-01-30,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.88,0.053,3.57,4.039,0.551,0.0139999999999999,3.329,0.027,3.2109,3.3819,0.008
80071,2016-01-31,2016-02-06,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.861,0.045,3.779,4.004,0.53,0.012,3.331,0.034,3.1769,3.3895,0.01
80223,2016-02-07,2016-02-13,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.876,0.043,3.779,4.004,0.543,0.011,3.333,0.038,3.1769,3.3895,0.011
80375,2016-02-14,2016-02-20,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.878,0.048,3.779,4.049,0.542,0.012,3.336,0.029,3.2222,3.3695,0.009
80527,2016-02-21,2016-02-27,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.865,0.05,3.78,4.049,0.532,0.013,3.333,0.029,3.2222,3.3679,0.009
80678,2016-02-28,2016-03-05,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.878,0.064,3.79,4.059,0.536,0.017,3.342,0.017,3.3221,3.4132,0.005
80831,2016-03-06,2016-03-12,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.949,0.06,3.799,4.14,0.551,0.015,3.398,0.045,3.3318,3.4729,0.013
80982,2016-03-13,2016-03-19,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.968,0.062,3.77,4.16,0.594,0.016,3.374,0.057,3.2489,3.4619,0.017
81135,2016-03-20,2016-03-26,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.956,0.066,3.799,4.16,0.505,0.017,3.451,0.09,3.2489,3.5931,0.026
81287,2016-03-27,2016-04-02,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.96,0.081,3.7,4.259,0.55,0.02,3.41,0.05,3.3465,3.4765,0.015
81438,2016-04-03,2016-04-09,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.973,0.086,3.599,4.259,0.54,0.022,3.433,0.043,3.325,3.4955,0.013
81591,2016-04-10,2016-04-16,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.963,0.085,3.82,4.259,0.528,0.021,3.435,0.051,3.3456,3.5898,0.015
81742,2016-04-17,2016-04-23,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.948,0.092,3.72,4.259,0.514,0.023,3.434,0.042,3.3488,3.5011,0.012
81895,2016-04-24,2016-04-30,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.905,0.0969999999999999,3.729,4.4,0.522,0.025,3.383,0.048,3.3297,3.4839,0.014
82046,2016-05-01,2016-05-07,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.876,0.111,3.729,4.4,0.508,0.0289999999999999,3.368,0.047,3.3242,3.4839,0.014
82198,2016-05-08,2016-05-14,NORDESTE,CEARA,GASOLINA COMUM,207,R$/l,3.878,0.1009999999999999,3.749,4.4,0.519,0.026,3.359,0.051,3.2871,3.4808,0.015
82349,2016-05-15,2016-05-21,NORDESTE,CEARA,GASOLINA COMUM,206,R$/l,3.824,0.121,3.6,4.138999999999999,0.512,0.032,3.312,0.066,3.2256,3.4808,0.02
82499,2016-05-22,2016-05-28,NORDESTE,CEARA,GASOLINA COMUM,206,R$/l,3.942,0.091,3.729,4.159,0.531,0.023,3.411,0.056,3.2879,3.4825,0.016
82650,2016-05-29,2016-06-04,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.965,0.0819999999999999,3.729,4.2,0.575,0.021,3.39,0.047,3.3176,3.4825,0.014
82801,2016-06-05,2016-06-11,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.965,0.067,3.78,4.14,0.572,0.017,3.393,0.06,3.11,3.5078,0.018
82952,2016-06-12,2016-06-18,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.963,0.068,3.749,4.138999999999999,0.603,0.017,3.36,0.062,3.11,3.5332,0.018
83102,2016-06-19,2016-06-25,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.957,0.065,3.79,4.138999999999999,0.539,0.016,3.418,0.052,3.2769,3.536,0.015
83252,2016-06-26,2016-07-02,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.968,0.065,3.789,4.138999999999999,0.566,0.016,3.402,0.047,3.2769,3.536,0.014
83401,2016-07-03,2016-07-09,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.963,0.071,3.75,4.138999999999999,0.574,0.018,3.389,0.049,3.2456,3.5332,0.014
83551,2016-07-10,2016-07-16,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.957,0.072,3.79,4.138999999999999,0.59,0.018,3.367,0.054,3.2456,3.5332,0.016
83700,2016-07-17,2016-07-23,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.953,0.073,3.759,4.14,0.552,0.018,3.401,0.049,3.245,3.542,0.014
83852,2016-07-24,2016-07-30,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.952,0.086,3.589,4.14,0.586,0.022,3.366,0.059,3.16,3.542,0.018
84003,2016-07-31,2016-08-06,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.943,0.0819999999999999,3.64,4.39,0.572,0.021,3.371,0.053,3.2249,3.4753,0.016
84154,2016-08-07,2016-08-13,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.942,0.088,3.589,4.39,0.58,0.022,3.362,0.062,3.15,3.533,0.018
84305,2016-08-14,2016-08-20,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.941,0.088,3.64,4.39,0.544,0.022,3.397,0.053,3.168,3.5332,0.016
84456,2016-08-21,2016-08-27,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.943,0.09,3.64,4.39,0.54,0.023,3.403,0.048,3.2675,3.5332,0.014
84607,2016-08-28,2016-09-03,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.933,0.09,3.64,4.39,0.516,0.023,3.417,0.056,3.2679,3.5335,0.016
84759,2016-09-04,2016-09-10,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.931,0.084,3.589,4.38,0.537,0.021,3.394,0.059,3.2349,3.5335,0.017
84911,2016-09-11,2016-09-17,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.932,0.087,3.58,4.399,0.538,0.022,3.394,0.062,3.2235,3.5476,0.018
85063,2016-09-18,2016-09-24,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.93,0.089,3.58,4.399,0.55,0.023,3.38,0.063,3.2235,3.5476,0.019
85214,2016-09-25,2016-10-01,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.936,0.084,3.649,4.399,0.531,0.021,3.405,0.059,3.227,3.5549,0.017
85366,2016-10-02,2016-10-08,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.881,0.096,3.649,4.399,0.51,0.025,3.371,0.066,3.227,3.5549,0.02
85518,2016-10-09,2016-10-15,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.86,0.093,3.589,4.138999999999999,0.508,0.024,3.352,0.058,3.3168,3.559,0.017
85670,2016-10-16,2016-10-22,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.83,0.104,3.589,4.138999999999999,0.474,0.027,3.356,0.055,3.31,3.559,0.016
85823,2016-10-23,2016-10-29,NORDESTE,CEARA,GASOLINA COMUM,201,R$/l,3.834,0.102,3.569,4.138999999999999,0.483,0.027,3.351,0.047,3.324,3.4976,0.014
85976,2016-10-30,2016-11-05,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.786,0.121,3.589,4.138999999999999,0.458,0.032,3.328,0.055,3.224,3.4976,0.017
86129,2016-11-06,2016-11-12,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.779,0.14,3.589,4.138999999999999,0.451,0.037,3.328,0.072,3.2154,3.5169,0.022
86282,2016-11-13,2016-11-19,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.802,0.126,3.549,4.138999999999999,0.455,0.033,3.347,0.062,3.2169,3.5169,0.019
86433,2016-11-20,2016-11-26,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.772,0.1369999999999999,3.64,4.12,0.42,0.036,3.352,0.057,3.2959,3.5022,0.017
86584,2016-11-27,2016-12-03,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.801,0.128,3.609,4.138999999999999,0.441,0.034,3.36,0.059,3.2269,3.5022,0.018
86735,2016-12-04,2016-12-10,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.891,0.088,3.589,4.15,0.501,0.023,3.39,0.056,3.3149,3.517,0.017
86887,2016-12-11,2016-12-17,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.964,0.081,3.589,4.2,0.524,0.02,3.44,0.057,3.3149,3.517,0.017
87039,2016-12-18,2016-12-24,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.981,0.0579999999999999,3.859,4.2,0.57,0.015,3.411,0.058,3.3256,3.5529,0.017
87191,2016-12-25,2016-12-31,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.987,0.06,3.85,4.2,0.523,0.015,3.464,0.063,3.327,3.567,0.018
87342,2017-01-01,2017-01-07,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.98,0.06,3.839,4.209,0.515,0.015,3.465,0.052,3.3281,3.5769,0.015
87494,2017-01-08,2017-01-14,NORDESTE,CEARA,GASOLINA COMUM,206,R$/l,3.978,0.066,3.749,4.209,0.511,0.017,3.467,0.048,3.3281,3.5769,0.014
87646,2017-01-15,2017-01-21,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.981,0.068,3.859,4.21,0.492,0.017,3.489,0.056,3.342,3.6785,0.016
87797,2017-01-22,2017-01-28,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.987,0.064,3.84,4.21,0.476,0.016,3.511,0.05,3.342,3.6785,0.014
87948,2017-01-29,2017-02-04,NORDESTE,CEARA,GASOLINA COMUM,206,R$/l,3.982,0.074,3.83,4.218999999999999,0.46,0.019,3.522,0.053,3.3722,3.589,0.015
88099,2017-02-05,2017-02-11,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.979,0.077,3.64,4.23,0.441,0.019,3.538,0.051,3.3722,3.5962,0.014
88251,2017-02-12,2017-02-18,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.978,0.073,3.799,4.218999999999999,0.463,0.018,3.515,0.084,3.1256,3.725,0.024
88401,2017-02-19,2017-02-25,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.964,0.0819999999999999,3.749,4.218999999999999,0.469,0.021,3.495,0.083,3.1256,3.725,0.024
88552,2017-02-26,2017-03-04,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.96,0.078,3.85,4.19,0.454,0.02,3.506,0.077,3.2199,3.675,0.022
88704,2017-03-05,2017-03-11,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.898,0.098,3.74,4.2,0.393,0.025,3.505,0.071,3.2199,3.675,0.02
88855,2017-03-12,2017-03-18,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.825,0.126,3.479,4.19,0.401,0.033,3.424,0.072,3.3297,3.684,0.021
89006,2017-03-19,2017-03-25,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.807,0.133,3.479,4.19,0.383,0.035,3.424,0.082,3.2169,3.684,0.024
89157,2017-03-26,2017-04-01,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.753,0.136,3.459,4.109,0.359,0.036,3.394,0.064,3.273,3.582,0.019
89309,2017-04-02,2017-04-08,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.683,0.176,3.47,4.109,0.301,0.048,3.382,0.055,3.273,3.582,0.016
89459,2017-04-09,2017-04-15,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.61,0.176,3.44,4.0,0.24,0.049,3.37,0.052,3.2073,3.489,0.015
89611,2017-04-16,2017-04-22,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.627,0.174,3.44,4.05,0.256,0.048,3.371,0.051,3.2073,3.4895,0.015
89763,2017-04-23,2017-04-29,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.739,0.129,3.44,4.0,0.32,0.035,3.419,0.051,3.225,3.582,0.015
89914,2017-04-30,2017-05-06,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.865,0.074,3.499,4.189,0.446,0.019,3.419,0.042,3.225,3.487,0.012
90064,2017-05-07,2017-05-13,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.877,0.044,3.779,3.999,0.446,0.011,3.431,0.056,3.2769,3.5679,0.016
90216,2017-05-14,2017-05-20,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.876,0.051,3.64,4.05,0.457,0.013,3.419,0.06,3.2769,3.569,0.018
90369,2017-05-21,2017-05-27,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.871,0.049,3.69,4.0,0.411,0.013,3.46,0.066,3.2189,3.584,0.019
90520,2017-05-28,2017-06-03,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.88,0.048,3.69,4.0,0.417,0.012,3.463,0.065,3.2189,3.579,0.019
90671,2017-06-04,2017-06-10,NORDESTE,CEARA,GASOLINA COMUM,206,R$/l,3.877,0.065,3.589,3.999,0.411,0.017,3.466,0.065,3.1358,3.5849,0.019
90822,2017-06-11,2017-06-17,NORDESTE,CEARA,GASOLINA COMUM,206,R$/l,3.85,0.067,3.59,3.999,0.4,0.017,3.45,0.079,3.1358,3.7691,0.023
90973,2017-06-18,2017-06-24,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.821,0.076,3.59,3.999,0.426,0.02,3.395,0.098,3.123,3.5697,0.029
91124,2017-06-25,2017-07-01,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.807,0.076,3.59,3.999,0.45,0.02,3.357,0.084,3.123,3.5097,0.025
91274,2017-07-02,2017-07-08,NORDESTE,CEARA,GASOLINA COMUM,205,R$/l,3.787,0.069,3.59,3.97,0.49,0.018,3.297,0.078,3.1289,3.4795,0.024
91425,2017-07-09,2017-07-15,NORDESTE,CEARA,GASOLINA COMUM,204,R$/l,3.724,0.095,3.499,3.999,0.417,0.026,3.307,0.067,3.1629,3.4769,0.02
91576,2017-07-16,2017-07-22,NORDESTE,CEARA,GASOLINA COMUM,202,R$/l,3.664,0.121,3.459,3.999,0.38,0.033,3.284,0.066,3.0689,3.465,0.02
91727,2017-07-23,2017-07-29,NORDESTE,CEARA,GASOLINA COMUM,203,R$/l,3.947,0.184,3.479,4.7,0.574,0.047,3.373,0.109,3.0689,3.564,0.032
91878,2017-07-30,2017-08-05,NORDESTE,CEARA,GASOLINA COMUM,139,R$/l,3.933,0.115,3.59,4.259,0.467,0.0289999999999999,3.466,0.061,3.2891,3.614,0.018
92028,2017-08-06,2017-08-12,NORDESTE,CEARA,GASOLINA COMUM,120,R$/l,3.893,0.131,3.789,4.34,0.436,0.034,3.457,0.052,3.3289,3.595,0.015
92176,2017-08-13,2017-08-19,NORDESTE,CEARA,GASOLINA COMUM,139,R$/l,3.909,0.119,3.569,4.289,0.455,0.03,3.454,0.058,3.342,3.614,0.017
92326,2017-08-20,2017-08-26,NORDESTE,CEARA,GASOLINA COMUM,120,R$/l,3.897,0.128,3.85,4.34,0.432,0.033,3.465,0.047,3.339,3.595,0.014
92476,2017-08-27,2017-09-02,NORDESTE,CEARA,GASOLINA COMUM,140,R$/l,3.894,0.11,3.489,4.199,0.417,0.0279999999999999,3.477,0.03,3.3976,3.572,0.009
92626,2017-09-03,2017-09-09,NORDESTE,CEARA,GASOLINA COMUM,120,R$/l,3.879,0.135,3.75,4.33,0.397,0.035,3.482,0.029,3.4167,3.576,0.008
92776,2017-09-10,2017-09-16,NORDESTE,CEARA,GASOLINA COMUM,140,R$/l,4.124,0.123,3.489,4.349,0.599,0.03,3.525,0.046,3.3879,3.5967,0.013
92927,2017-09-17,2017-09-23,NORDESTE,CEARA,GASOLINA COMUM,119,R$/l,4.084,0.149,3.75,4.48,0.569,0.036,3.515,0.034,3.4167,3.591,0.01
93077,2017-09-24,2017-09-30,NORDESTE,CEARA,GASOLINA COMUM,140,R$/l,4.059,0.064,3.85,4.19,0.565,0.016,3.494,0.032,3.4568,3.6051,0.009
93226,2017-10-01,2017-10-07,NORDESTE,CEARA,GASOLINA COMUM,120,R$/l,4.007,0.109,3.879,4.42,0.494,0.027,3.513,0.048,3.369,3.7314,0.014
93376,2017-10-08,2017-10-14,NORDESTE,CEARA,GASOLINA COMUM,140,R$/l,3.981,0.074,3.759,4.19,0.452,0.019,3.529,0.033,3.4573,3.6051,0.009
93525,2017-10-15,2017-10-21,NORDESTE,CEARA,GASOLINA COMUM,120,R$/l,3.951,0.12,3.87,4.48,0.416,0.03,3.535,0.048,3.369,3.7314,0.014
93676,2017-10-22,2017-10-28,NORDESTE,CEARA,GASOLINA COMUM,140,R$/l,3.933,0.09,3.83,4.18,0.433,0.023,3.5,0.033,3.4423,3.6162,0.009
93826,2017-10-29,2017-11-04,NORDESTE,CEARA,GASOLINA COMUM,120,R$/l,3.844,0.187,3.67,4.48,0.382,0.049,3.462,0.072,3.2896,3.683,0.021
93977,2017-11-05,2017-11-11,NORDESTE,CEARA,GASOLINA COMUM,141,R$/l,4.138999999999999,0.0969999999999999,3.879,4.28,0.565,0.023,3.574,0.072,3.4012,3.8833,0.02
94128,2017-11-12,2017-11-18,NORDESTE,CEARA,GASOLINA COMUM,119,R$/l,4.144,0.157,3.679,4.48,0.573,0.038,3.571,0.083,3.2896,3.7366,0.023
94277,2017-11-19,2017-11-25,NORDESTE,CEARA,GASOLINA COMUM,141,R$/l,4.156000000000001,0.1,3.799,4.28,0.568,0.024,3.588,0.035,3.4967,3.6641,0.01
94426,2017-11-26,2017-12-02,NORDESTE,CEARA,GASOLINA COMUM,120,R$/l,4.145,0.11,3.87,4.48,0.563,0.027,3.582,0.051,3.428,3.676,0.014
94578,2017-12-03,2017-12-09,NORDESTE,CEARA,GASOLINA COMUM,141,R$/l,4.174,0.088,3.89,4.28,0.562,0.021,3.612,0.033,3.4967,3.7243,0.009
94730,2017-12-10,2017-12-16,NORDESTE,CEARA,GASOLINA COMUM,120,R$/l,4.169,0.0969999999999999,3.87,4.48,0.559,0.023,3.61,0.046,3.46,3.7068,0.013
94880,2017-12-17,2017-12-23,NORDESTE,CEARA,GASOLINA COMUM,141,R$/l,4.178,0.044,3.99,4.28,0.537,0.011,3.641,0.036,3.5679,3.7229,0.01
95031,2017-12-24,2017-12-30,NORDESTE,CEARA,GASOLINA COMUM,120,R$/l,4.154,0.094,3.99,4.489,0.506,0.023,3.648,0.037,3.52,3.727,0.01
95181,2017-12-31,2018-01-06,NORDESTE,CEARA,GASOLINA COMUM,188,R$/l,4.129,0.143,3.989,4.62,0.472,0.035,3.657,0.055,3.445,3.8469,0.015
95332,2018-01-07,2018-01-13,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.342,0.119,3.99,4.599,0.663,0.027,3.679,0.051,3.445,3.8422,0.014
95483,2018-01-14,2018-01-20,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.372,0.083,4.19,4.599,0.652,0.019,3.72,0.051,3.5295,3.8476,0.014
95635,2018-01-21,2018-01-27,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.375,0.078,4.19,4.599,0.671,0.018,3.704,0.053,3.5299,3.8789,0.014
95787,2018-01-28,2018-02-03,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.301,0.111,4.17,4.69,0.59,0.026,3.711,0.052,3.6276,3.9102,0.014
95939,2018-02-04,2018-02-10,NORDESTE,CEARA,GASOLINA COMUM,219,R$/l,4.163,0.1989999999999999,3.929,4.69,0.45,0.048,3.713,0.062,3.58,3.9102,0.017
96090,2018-02-11,2018-02-17,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.167,0.171,3.97,4.69,0.465,0.0409999999999999,3.702,0.044,3.5989,3.859,0.012
96240,2018-02-18,2018-02-24,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.177,0.196,3.95,4.69,0.477,0.047,3.7,0.05,3.5896,3.859,0.014
96392,2018-02-25,2018-03-03,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.093999999999999,0.214,3.869,4.58,0.409,0.052,3.685,0.076,3.49,3.862,0.021
96544,2018-03-04,2018-03-10,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.114,0.209,3.87,4.58,0.444,0.051,3.67,0.073,3.4762,3.862,0.02
96696,2018-03-11,2018-03-17,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.376,0.096,3.999,4.59,0.651,0.022,3.725,0.045,3.6478,3.875,0.012
96847,2018-03-18,2018-03-24,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.388,0.083,4.09,4.59,0.638,0.019,3.75,0.05,3.6478,3.875,0.013
96998,2018-03-25,2018-03-31,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.37,0.091,4.099,4.53,0.61,0.021,3.76,0.041,3.6781,3.827,0.011
97149,2018-04-01,2018-04-07,NORDESTE,CEARA,GASOLINA COMUM,218,R$/l,4.385,0.086,4.099,4.65,0.613,0.02,3.772,0.065,3.44,3.9113,0.017
97300,2018-04-08,2018-04-14,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.388,0.092,4.19,4.65,0.603,0.021,3.785,0.042,3.5909,3.9519,0.011
97452,2018-04-15,2018-04-21,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.35,0.1119999999999999,4.19,4.7,0.561,0.026,3.789,0.049,3.5909,3.9879,0.013
97603,2018-04-22,2018-04-28,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.334,0.125,4.25,4.69,0.517,0.0289999999999999,3.817,0.05,3.6004,3.984,0.013
97754,2018-04-29,2018-05-05,NORDESTE,CEARA,GASOLINA COMUM,217,R$/l,4.399,0.139,4.239,4.76,0.604,0.032,3.795,0.056,3.6004,3.9439,0.015
97905,2018-05-06,2018-05-12,NORDESTE,CEARA,GASOLINA COMUM,216,R$/l,4.566,0.068,4.24,4.7,0.723,0.015,3.843,0.067,3.6004,4.1299,0.017
